Title,Content,Pricetag,Image,City_name,ID_VehicleInfo
Honda Rebel 150 2016,"Xe chất lượng tốt, đi chắc chắn, m&aacute;y nguy&ecirc;n zin v&agrave; tiết kiệm xăng,gi&aacute; c&oacute; bớt nh&eacute;",25000000,https://cdn.okxe.vn/products/278/1195278/1195278_2254_5._20221205113551_IDbTDRHM_m_400x400.jpg,Tp. Hà Nội,134
Benelli TNT 125 2020,Xe t&ocirc;i d&ugrave;ng rất giữ g&igrave;n n&ecirc;n m&aacute;y c&ograve;n ngon bạn n&agrave;o mua về th&igrave; qua y&ecirc;n t&acirc;m xe chạy rất bốc m&aacute;y căng đ&eacute;t ch&iacute;nh chủ trung ni&ecirc;n sử dụng sang t&ecirc;n dễ d&agrave;ng,13600000,https://cdn.okxe.vn/products/277/1195277/1195277_1451041_3._20221205113540_j4fodh5V_m_400x400.jpg,Tp. Hà Nội,135
Yamaha Acruzo Deluxe 2016 2021,"M&igrave;nh b&aacute;n xe gia đ&igrave;nh sử dụng từ mới, h&igrave;nh thức xe kh&ocirc;ng lỗi g&igrave; c&oacute; d&aacute;n nilong cả xe, xe kh&ocirc;ng xước x&aacute;t g&igrave; nguy&ecirc;n ZIn từ ng&agrave;y m&igrave;nh mua xe. Giấy tờ đầy đủ sang t&ecirc;n thoải m&aacute;i. Bạn n&agrave;o mua li&ecirc;n hệ m&igrave;nh xem xe trực tiếp",13600000,https://cdn.okxe.vn/products/276/1195276/1195276_1052700_IMG_E6924_20221205113536_L2XVCXXm_m_400x400.jpg,Tp. Hà Nội,136
Yamaha Exciter 150 RC 2019,"Nh&agrave; đổi xe mới n&ecirc;n muốn b&aacute;n lại chiếc xe Exciter 150, 2019 BIỂN 29ch&iacute;nh chủ d&ugrave;ng từ đầu. M&aacute;y m&oacute;c, sơn xi nguy&ecirc;n bản, m&aacute;y cực chất, &ecirc;m. An ninh đảm bảo, giấy tờ đầy đủ, gi&aacute; cả thương lượng, hỗ trợ sang t&ecirc;n",21500000,https://cdn.okxe.vn/products/275/1195275/1195275_847289_IMG_E2278_20221205113536_fwWE0Oji_m_400x400.jpg,Tp. Hà Nội,137
Honda Wave Alpha 110 2019,"Xe nh&agrave; k d&ugrave;ng cần b&aacute;n lại cho ai c&oacute; nhu cầu
Xe m&aacute;y m&oacute;c zin h&igrave;nh thức đẹp mua về sẵn đi k lỗi lầm g&igrave;
Nilong d&aacute;n k&iacute;n xe ch&iacute;nh chủ nữ d&ugrave;ng ch&iacute;nh chủ mua năm 2021 xe c&ograve;n rất mới v&agrave; đẹp, mua lh trực tiếp.",10200000,https://cdn.okxe.vn/products/274/1195274/1195274_1690_6._20221205113458_0tI4CCiU_m_400x400.jpg,Tp. Hà Nội,138
Honda Vision 110 2014,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe giấy tờ đầy đủ,nguồn gốc r&otilde; r&agrave;ng
M&aacute;y m&oacute;c đi ngon
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",11800000,https://cdn.okxe.vn/products/273/1195273/1195273_1850_2021_07_10_16_51_IMG_6404 - Copy_20221205113455_eNoCrAwN_m_400x400.jpg,Tp. Hà Nội,139
Yamaha Grande Blue Core 2022,"Do mới mua xe mới n&ecirc;n hiện tại thừ xe, cần b&aacute;n lại chiếc xe Grande 2022  như h&igrave;nh
Xe nguy&ecirc;n bản, m&aacute;y m&oacute;c zin, thay dầu, bảo dưỡng thường xuy&ecirc;n. An ninh đảm bảo, giấy tờ đầy đủ. Gi&aacute; thương lượng.",28000000,https://cdn.okxe.vn/products/272/1195272/1195272_1511659_6._20221205113427_dd5fOn5M_m_400x400.jpg,Tp. Hà Nội,140
Honda Click 110 2015,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua li&ecirc;n hệ",9000000,https://cdn.okxe.vn/products/271/1195271/1195271_1874_2._20221205113426_9ARSuHUk_m_400x400.jpg,Tp. Hà Nội,141
Honda Dream 50 R 2022,Cần b&aacute;n Honda Dream 50cc m&agrave;u xanh mua năm 2022.H&igrave;nh ảnh tr&ecirc;n l&agrave; h&igrave;nh thật 100% của xe nh&agrave; m&igrave;nh nh&eacute; . Mua b&aacute;n tại nh&agrave; n&ecirc;n c&aacute;c bạn ho&agrave;n to&agrave;n y&ecirc;n t&acirc;m . M&igrave;nh b&aacute;n gi&aacute; c&oacute; bớt ạ . Xin cảm ơn c&aacute;c bạn đ&atilde; xem tin !,9000000,https://cdn.okxe.vn/products/270/1195270/1195270_186289_IMG_E0016_20221205113357_9fQdPbDt_m_400x400.jpg,Tp. Hà Nội,142
Honda Wave Alpha 100 2014,"🌈wave100hq
➖Đk 2014 
➖BSTP Mua b&aacute;n tại nh&agrave; , giấy tờ đầy đủ ,hợp lệ
➖M&aacute;y cực k&igrave; chất, bao nhẹ , bao kh&ocirc;ng một tiếng động lạ
➖Xe sạch sẽ , đẹp liền lạc , leng keng kh&ocirc;ng một vết trầy 
➖Ốc t&aacute;n c&ograve;n s&aacute;ng 
➖N&oacute;i chung xe rất , mua về l&agrave; sử dụng ngay th&ocirc;i , kh&ocirc;ng tốn th&ecirc;m đồng n&agrave;o
Gi&aacute; :5trieu900",5900000,https://cdn.okxe.vn/products/269/1195269/1195269_1491333_received_433921362140976_20221205113335_rxKktmsF_m_400x400.jpg,Tp. Hồ Chí Minh,143
Honda Air Blade 110 FI 2011,"🌈Honda Air Blade 110 2011 Trắng ngọc trinh

➖#BS_27258
➖Đk 2011
➖BSTP 
➖M&aacute;y cực k&igrave; chất, bao nhẹ ,kh&ocirc;ng một tiếng động lạ
➖D&agrave;n &aacute;o c&ograve;n đẹp - liền lạc - sạch sẽ
➖N&oacute;i chung xe rất ok, mua về l&agrave; sử dụng ngay th&ocirc;i

#💰 1x triệu 

🌎 Hỗ trợ giao xe 
🛑Facebook, Zalo : Bi Em
⭕️Nhận giao lưu trao đổi c&aacute;c loại xe kh&aacute;c 
🏠Địa chỉ : TP THỦ ĐỨC , TPHCM",15200000,https://cdn.okxe.vn/products/268/1195268/1195268_598212_review-0_20221205113329_l9yJjNCU_m_400x400.jpg,Tp. Hồ Chí Minh,144
Honda PCX 125 2014,"Xe nh&agrave; k d&ugrave;ng cần b&aacute;n lại cho ai c&oacute; nhu cầu
Xe m&aacute;y m&oacute;c zin h&igrave;nh thức đẹp mua về sẵn đi k lỗi lầm g&igrave;
Nilong d&aacute;n k&iacute;n xe ch&iacute;nh chủ nữ d&ugrave;ng ch&iacute;nh chủ mua năm 2020 xe c&ograve;n rất mới v&agrave; đẹp, mua lh trực tiếp.",18000000,https://cdn.okxe.vn/products/267/1195267/1195267_1727_3._20221205113319_9G12s47u_m_400x400.jpg,Tp. Hà Nội,145
Suzuki Raider R 150 FI 2021,"Cần tiền n&ecirc;n m&igrave;nh b&aacute;n xe suzuki/ Raider 150cc FI đk 2021. xe đăng k&iacute; biển 29, xe đẹp đ&uacute;ng h&igrave;nh đ&uacute;ng biển Sơn nhựa m&aacute;y m&oacute;c nguy&ecirc;n zin c&oacute; bảo h&agrave;nh xe đang chạy rất ngon bao chất bao &ecirc;m anh em mua alo mua b&aacute;n tại nh&agrave;.",34600000,https://cdn.okxe.vn/products/266/1195266/1195266_847289_IMG_E9232_20221205113312_yKv1kUTt_m_400x400.jpg,Tp. Hà Nội,146
Honda Air Blade 125 FI 2017,Nh&agrave; thừa xe kh&ocirc;ng d&ugrave;ng đến nữa n&ecirc;n t&ocirc;i muốn b&aacute;n lại chiếc xe n&agrave;y. Xe đi giữ g&igrave;n cẩn thận từ đầu n&ecirc;n m&aacute;y c&ograve;n rất ngon chạy căng đ&eacute;t ch&iacute;nh chủ sang t&ecirc;n lu&ocirc;n cho ai c&oacute; nhu cầu.,19000000,https://cdn.okxe.vn/products/265/1195265/1195265_1511659_5._20221205113309_6aqWyd2z_m_400x400.jpg,Tp. Hà Nội,147
Honda Vision 110 2021,"Nh&agrave; c&oacute; chiếc xe Honda Vision 110 Fi m&agrave;u xanh đ&aacute; mua năm 2021,xe mới đi 500km.Xe n&agrave;y vẫn c&ograve;n mới do e chỉ đi từ nh&agrave; ra tiệm b&aacute;n đồ thể thao xong lại đi về. Em mua xe mới rồi n&ecirc;n cần b&aacute;n xe n&agrave;y ạ.b&aacute;c n&agrave;o nhiệt t&igrave;nh alo e.gi&aacute; c&oacute; thỏa thuận.",18500000,https://cdn.okxe.vn/products/264/1195264/1195264_672766_IMG_E4527_20221205113243_laZZQmPp_m_400x400.jpg,Tp. Hà Nội,148
Honda Wave Alpha 110 2012,"🌈wave110hq
➖Đk 2012
➖BSTP Mua b&aacute;n tại nh&agrave; , giấy tờ đầy đủ ,hợp lệ
➖M&aacute;y cực k&igrave; chất, bao nhẹ , bao kh&ocirc;ng một tiếng động lạ
➖Xe sạch sẽ , đẹp liền lạc , leng keng kh&ocirc;ng một vết trầy 
➖Ốc t&aacute;n c&ograve;n s&aacute;ng 
➖N&oacute;i chung xe rất , mua về l&agrave; sử dụng ngay th&ocirc;i , kh&ocirc;ng tốn th&ecirc;m đồng n&agrave;o
Gi&aacute; :5trieu900",5900000,https://cdn.okxe.vn/products/263/1195263/1195263_1491333_received_474492361107787_20221205113229_xd5q3Deq_m_400x400.jpg,Tp. Hồ Chí Minh,149
Yamaha Grande Blue Core 2019,"Gia đ&igrave;nh t&ocirc;i đang c&oacute; chiếc xe Grande 2019 ch&iacute;nh chủ, hiện kh&ocirc;ng d&ugrave;ng nữa n&ecirc;n cần b&aacute;n lại. Xe nguy&ecirc;n bản, m&aacute;y m&oacute;c zin, thay dầu bảo dưỡng thường xuy&ecirc;n.
An ninh đảm bảo, giấy tờ đầy đủ, sang t&ecirc;n thoải m&aacute;i.Gi&aacute; cả thương lượng",20000000,https://cdn.okxe.vn/products/262/1195262/1195262_1727_5._20221205113150_TGjruHLD_m_400x400.jpg,Tp. Hà Nội,150
Honda Wave Alpha 100 2010,"🌈wave100hq
➖Đk 2010 
➖BSTP Mua b&aacute;n tại nh&agrave; , giấy tờ đầy đủ ,hợp lệ
➖M&aacute;y cực k&igrave; chất, bao nhẹ , bao kh&ocirc;ng một tiếng động lạ
➖Xe sạch sẽ , đẹp liền lạc , leng keng kh&ocirc;ng một vết trầy 
➖Ốc t&aacute;n c&ograve;n s&aacute;ng 
➖N&oacute;i chung xe rất , mua về l&agrave; sử dụng ngay th&ocirc;i , kh&ocirc;ng tốn th&ecirc;m đồng n&agrave;o
Gi&aacute; :5 trieu900",5900000,https://cdn.okxe.vn/products/261/1195261/1195261_1491333_received_1189990974950261_20221205113131_C34SP4Yk_m_400x400.jpg,Tp. Hồ Chí Minh,151
Honda Air Blade 125 FI 2014,123,20000000,https://cdn.okxe.vn/products/260/1195260/1195260_1511651_7._20221205113124_iKo4V6Oq_m_400x400.jpg,Tp. Hà Nội,152
Yamaha Luvias Fi 2011,"🅧🅜🅗🅝 ⭐️ 𝐂𝐇𝐀̀𝐎 𝐁𝐀́𝐍 ⭐️ 🅲Ầ🆄 🅶🅸Ấ🆈
📣Yamaha - Luvias125 h&agrave;ng đẹp tuyển chọn, động cơ mạnh mẽ, &ecirc;m &aacute;i si&ecirc;u tiết kiệm nhi&ecirc;n liệu, sử dụng chế đời mới &ldquo; B&aacute;n điện tử &ldquo; c&ocirc;ng nghệ cao, d&ograve;ng xe d&ugrave;ng l&agrave; y&ecirc;u th&iacute;ch v&agrave; l&agrave; sự lựa chọn đ&uacute;ng đắn nhất, cửa h&agrave;ng cam kết sợ m&aacute;y nguy&ecirc;n Zin xe &iacute;t d&ugrave;ng v&agrave; c&ograve;n đẹp mới 🤝
👉 𝐇𝐚̃𝐧𝐠 𝐱𝐞   : Yamaha
👉 Đ𝐚̆𝐧𝐠 𝐤𝐲́   : 2011
👉 𝐁𝐢𝐞̂̉𝐧 𝐬𝐨̂́     : 29S1-025.12
👉 𝐎𝐝𝐨          : 22000Km 
👉 𝐂𝐡𝐢́𝐧𝐡 𝐜𝐡𝐮̉ : ✍🏻
👉 #𝐆𝐢𝐚́_𝐘𝐞̂𝐮_𝐓𝐡𝐮̛𝐨̛𝐧𝐠: 9 Triệu vnđ 
💳 #Trả_G&oacute;p Qua Ng&acirc;n H&agrave;ng L&atilde;i Xuất Ưu Đ&atilde;i. 
💳 #Trả_G&oacute;p Qua Thẻ T&iacute;n Dụng 0%
------------------🅧🅜🅗🅝---------------
#𝐐𝐔𝐘𝐄̂̀𝐍𝐋𝐎̛̣𝐈_𝐊𝐇𝐀́𝐂𝐇𝐇𝐀̀𝐍𝐆_𝐊𝐇𝐈_𝐌𝐔𝐀𝐗𝐄
✅ Bảo h&agrave;nh động cơ v&agrave; ic&rdquo; 6Th - 1 năm &ldquo;
✅ Bảo h&agrave;nh an ninh trọn đời .
✅ Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ Sang t&ecirc;n, đổi biển, cấp lại đăng k&yacute; cho kh&aacute;ch trong thời gian ngắn nhất.
✅ Mua lại xe gi&aacute; cao khi kh&aacute;ch kh&ocirc;ng c&oacute; nhu cầu sử dụng.
✅ Bảo h&agrave;nh 7 ng&agrave;y test từng lỗi nhỏ đến sửa miễn ph&iacute;.
✅ Bảo H&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh H&agrave; Nội.
✅ Kh&aacute;ch h&agrave;ng ở xa hỗ trợ vận chuyển xe 63 Tỉnh th&agrave;nh trong cả nước, thanh to&aacute;n chuyển khoản.
 ------------------🅧🅜🅗🅝---------------
 🏨 Đị🅐 🅒🅗ỉ 01: số 46 ng&otilde; 12 nguyễn văn huy&ecirc;n _ cầu giấy h&agrave; nội
🏨 Địa chỉ 02 :  40_Ng&otilde;_260 _Cầu_Giấy_HN
👩&zwj;💻 App SĐT Zalo để tư vấn nhiệt t&igrave;nh: 0975172345
👩&zwj;💻 Tư Vấn B&aacute;n H&agrave;ng Zalo : Full ảnh + Video
🌐 Facebook : Xe M&aacute;y Ho&agrave;ng Nam 🔴",9000000,https://cdn.okxe.vn/products/259/1195259/1195259_537353_review-0_20221205113115_5CI2wSTI_m_400x400.jpg,Tp. Hà Nội,153
Yamaha NVX 155 ABS 2020,"B&aacute;n Yamaha NVX 155 ABS đăng k&yacute; năm 2020 Xe m&igrave;nh mua cuối năm 2020,giấy tờ đầy đủ,biển H&agrave; Nội.Ai mua alo m&igrave;nh.Cảm ơn",24500000,https://cdn.okxe.vn/products/258/1195258/1195258_984_z3620893979275_27502cad0f91fd4164ad76286c9cf620_20221205113111_JMgRS0d4_m_400x400.jpg,Tp. Hà Nội,154
Yamaha Sirius 110 2018,"M&igrave;nh c&oacute; chiếc xe n&agrave;y đang cần b&aacute;n
Xe c&ograve;n đẹp đi rất ngon tiết kiệm xăng
Xe ko lỗi lầm g&igrave; ai c&oacute; nhu cầu xin lh trực tiếp
Xe đ&uacute;ng h&igrave;nh ảnh lu&ocirc;n nh&eacute;",10000000,https://cdn.okxe.vn/products/257/1195257/1195257_1511662_3._20221205113039_iFrbEd9x_m_400x400.jpg,Tp. Hà Nội,155
Yamaha Sirius Fi 2019,Do nhu cầu nghỉ học về qu&ecirc; n&ecirc;n m&igrave;nh cần b&aacute;n chiếc xe Sirius m&agrave;u xanh như trong h&igrave;nh xe v&agrave;nh đ&uacute;c đi khoe m&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa h&igrave;nh thức đẹp xe c&oacute; giấy tờ đầy đủ mua b&aacute;n tại nh&agrave; m&igrave;nh ai c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh.,8500000,https://cdn.okxe.vn/products/256/1195256/1195256_672766_IMG_E3580_20221205113036_t4kxqCCJ_m_400x400.jpg,Tp. Hà Nội,156
Yamaha Luvias Fi 2010,"🅧🅜🅗🅝 ⭐️ 𝐂𝐇𝐀̀𝐎 𝐁𝐀́𝐍 ⭐️ 🅲Ầ🆄 🅶🅸Ấ🆈
📣 Yamaha - Luvias 125 GTX Sport, h&agrave;ng đẹp hiếm , m&aacute;y m&oacute;c nguy&ecirc;n Zin &ecirc;m lướt, d&ograve;ng xe chạy phố hoặc đi cafe c&ocirc;ng th&igrave; qu&aacute; l&yacute; tưởng, xe tất cả hoạt động ổn định, h&igrave;nh thức c&ograve;n đẹp nguy&ecirc;n .
👉 𝐇𝐚̃𝐧𝐠 𝐱𝐞   : YAMAHA
👉 Đ𝐚̆𝐧𝐠 𝐤𝐲́   : 2010
👉 𝐁𝐢𝐞̂̉𝐧 𝐬𝐨̂́     : 30M2-8170
👉 𝐎𝐝𝐨          : 23000Km 
👉 𝐂𝐡𝐢́𝐧𝐡 𝐜𝐡𝐮̉ : ✍🏻
👉 #𝐆𝐢𝐚́_𝐘𝐞̂𝐮_𝐓𝐡𝐮̛𝐨̛𝐧𝐠: 8 Triệu 500K 
💳 #Trả_G&oacute;p Qua Ng&acirc;n H&agrave;ng L&atilde;i Xuất Ưu Đ&atilde;i. 
💳 #Trả_G&oacute;p Qua Thẻ T&iacute;n Dụng 0%
------------------🅧🅜🅗🅝---------------
#𝐐𝐔𝐘𝐄̂̀𝐍𝐋𝐎̛̣𝐈_𝐊𝐇𝐀́𝐂𝐇𝐇𝐀̀𝐍𝐆_𝐊𝐇𝐈_𝐌𝐔𝐀𝐗𝐄
✅ Bảo h&agrave;nh động cơ v&agrave; ic&rdquo; 6Th - 1 năm &ldquo;
✅ Bảo h&agrave;nh an ninh trọn đời .
✅ Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ Sang t&ecirc;n, đổi biển, cấp lại đăng k&yacute; cho kh&aacute;ch trong thời gian ngắn nhất.
✅ Mua lại xe gi&aacute; cao khi kh&aacute;ch kh&ocirc;ng c&oacute; nhu cầu sử dụng.
✅ Bảo h&agrave;nh 7 ng&agrave;y test từng lỗi nhỏ đến sửa miễn ph&iacute;.
✅ Bảo H&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh H&agrave; Nội.
✅ Kh&aacute;ch h&agrave;ng ở xa hỗ trợ vận chuyển xe 63 Tỉnh th&agrave;nh trong cả nước, thanh to&aacute;n chuyển khoản.
 ------------------🅧🅜🅗🅝---------------
 🏨 Đị🅐 🅒🅗ỉ 01: số 46 ng&otilde; 12 nguyễn văn huy&ecirc;n _ cầu giấy h&agrave; nội
🏨 Địa chỉ 02 :  40_Ng&otilde;_260 _Cầu_Giấy_HN
👩&zwj;💻 App SĐT Zalo để tư vấn nhiệt t&igrave;nh: 0975172345
👩&zwj;💻 Tư Vấn B&aacute;n H&agrave;ng Zalo : Full ảnh + Video
🌐 Facebook : Xe M&aacute;y Ho&agrave;ng Nam 🔴",8500000,https://cdn.okxe.vn/products/255/1195255/1195255_537353_review-0_20221205113025_WcBFNU3c_m_400x400.jpg,Tp. Hà Nội,157
Honda Wave Alpha 110i 2018,"Xe nh&agrave; k d&ugrave;ng cần b&aacute;n lại cho ai c&oacute; nhu cầu
Xe m&aacute;y m&oacute;c zin h&igrave;nh thức đẹp mua về sẵn đi k lỗi lầm g&igrave;
Nilong d&aacute;n k&iacute;n xe ch&iacute;nh chủ nữ d&ugrave;ng ch&iacute;nh chủ mua xe c&ograve;n rất mới v&agrave; đẹp, mua lh trực tiếp.",9000000,https://cdn.okxe.vn/products/254/1195254/1195254_1874_5._20221205112931_BLcMCey6_m_400x400.jpg,Tp. Hà Nội,158
Honda Air Blade 125 FI 2016,"b&aacute;n xe gia đ&igrave;nh ch&iacute;nh t&ecirc;n ch&iacute;nh chủ đầy đủ giấy tờ, xe đẹp gi&aacute; &ecirc;m h&igrave;nh thức như m&igrave;nh đăng ảnh. M&igrave;nh muốn b&aacute;n nhanh cho anh em cần xe.
Mua xe qua alo trực tiếp m&igrave;nh sớm nh&eacute;",18000000,https://cdn.okxe.vn/products/253/1195253/1195253_1261_z3563666272807_f068ebd8f4a0ed1dd34ee0ce9659e9fe_20221205112929_8urscmos_m_400x400.jpg,Tp. Hà Nội,159
Honda Wave Alpha 110 2010,"m&igrave;nh c&oacute; chiếc xe m&aacute;y muốn nhượng lại cho ai c&oacute; nhu cầu xe ngon m&aacute;y &ecirc;m chạy bốc xe phu nữ đi rất cẩn thận ,bảo dưỡng theo định ki trong h&atilde;ng điện đ&egrave;n c&ograve;i đề xi nhan đầy đủ dầu m&aacute;y mới thay.",7600000,https://cdn.okxe.vn/products/252/1195252/1195252_1511659_3._20221205112926_NDTEE2Ne_m_400x400.jpg,Tp. Hà Nội,160
Honda Air Blade 125 FI 2015,"🅧🅜🅗🅝 ⭐️ 𝐂𝐇𝐀̀𝐎 𝐁𝐀́𝐍 ⭐️ 🅲Ầ🆄 🅶🅸Ấ🆈
📣 Honda - Airblade125 Model SX 2015 cao cấp kho&aacute; khiển t&igrave;m xe,đời cao 1 chủ Sd giữ từ mới, m&aacute;y cam kết nguy&ecirc;n Zin chưa chỉnh, m&aacute;y cực mạnh mẽ &ecirc;m lướt, 2 gương kho&aacute; đầy đủ, cửa h&agrave;ng v&aacute;n cam kết bảo h&agrave;nh để chất lượng cao Uy T&iacute;n.
👉 𝐇𝐚̃𝐧𝐠 𝐱𝐞   : HONDA 
👉 Đ𝐚̆𝐧𝐠 𝐤𝐲́   : 2015
👉 𝐁𝐢𝐞̂̉𝐧 𝐬𝐨̂́     : 29V1-305.52
👉 𝐎𝐝𝐨          : 18000Km  
👉 𝐂𝐡𝐢́𝐧𝐡 𝐜𝐡𝐮̉ : ✍🏻
👉 #𝐆𝐢𝐚́_𝐘𝐞̂𝐮_𝐓𝐡𝐮̛𝐨̛𝐧𝐠: 26 Triệu 500K
💳 #Trả_G&oacute;p Qua Ng&acirc;n H&agrave;ng L&atilde;i Xuất Ưu Đ&atilde;i. 
💳 #Trả_G&oacute;p Qua Thẻ T&iacute;n Dụng 0%
------------------🅧🅜🅗🅝---------------
#𝐐𝐔𝐘𝐄̂̀𝐍𝐋𝐎̛̣𝐈_𝐊𝐇𝐀́𝐂𝐇𝐇𝐀̀𝐍𝐆_𝐊𝐇𝐈_𝐌𝐔𝐀𝐗𝐄
✅ Bảo h&agrave;nh động cơ v&agrave; ic&rdquo; 6Th - 1 năm &ldquo;
✅ Bảo h&agrave;nh an ninh trọn đời .
✅ Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ Sang t&ecirc;n, đổi biển, cấp lại đăng k&yacute; cho kh&aacute;ch trong thời gian ngắn nhất.
✅ Mua lại xe gi&aacute; cao khi kh&aacute;ch kh&ocirc;ng c&oacute; nhu cầu sử dụng.
✅ Bảo h&agrave;nh 7 ng&agrave;y test từng lỗi nhỏ đến sửa miễn ph&iacute;.
✅ Bảo H&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh H&agrave; Nội.
✅ Kh&aacute;ch h&agrave;ng ở xa hỗ trợ vận chuyển xe 63 Tỉnh th&agrave;nh trong cả nước, thanh to&aacute;n chuyển khoản.
 ------------------🅧🅜🅗🅝---------------
 🏨 Đị🅐 🅒🅗ỉ 01: số 46 ng&otilde; 12 nguyễn văn huy&ecirc;n _ cầu giấy h&agrave; nội
🏨 Địa chỉ 02 :  40_Ng&otilde;_260 _Cầu_Giấy_HN
👩&zwj;💻 App SĐT Zalo để tư vấn nhiệt t&igrave;nh: 0975172345
👩&zwj;💻 Tư Vấn B&aacute;n H&agrave;ng Zalo : Full ảnh + Video
🌐 Facebook : Xe M&aacute;y Ho&agrave;ng Nam 🔴",26500000,https://cdn.okxe.vn/products/251/1195251/1195251_537353_review-0_20221205112920_cEhkEb9n_m_400x400.jpg,Tp. Hà Nội,161
Honda Future 125 2020,B&aacute;n chiếc Honda Future 125 Fi m&agrave;u n&acirc;u ch&iacute;nh chủ mua 2020 đăng k&iacute; biển 29 .xe m&aacute;y m&oacute;c nguy&ecirc;n bản giấy tờ đầy đủ hỗ trợ sang t&ecirc;n đổi chủ nếu b n&agrave;o c&oacute; nhu cầu.,18500000,https://cdn.okxe.vn/products/250/1195250/1195250_672766_IMG_E9980_20221205112902_ESRywlJS_m_400x400.jpg,Tp. Hà Nội,162
Yamaha R15 V3 2020,Cần b&aacute;n Yamaha R15 V3 ch&iacute;nh chủ mua 2020 xe mới chạy 1000km. N&ecirc;n chất lượng c&ograve;n rất tốt. Vậy bạn n&agrave;o c&oacute; nhu cầu mua xin li&ecirc;n hệ đến nh&agrave; xem xe v&agrave; mua b&aacute;n tại nh&agrave; m&igrave;nh lu&ocirc;n,43000000,https://cdn.okxe.vn/products/249/1195249/1195249_1246_IMG_E1155_20221205112854_FkXvuFDo_m_400x400.jpg,Tp. Hà Nội,163
